dataset,profile_id,day,season,algorithm,run,cost,runtime_s
real_pv,2025-05-30_rep00,2025-05-30,cloudy,GA (P=100),1,2.673205601738616,0.1582942008972168
real_pv,2025-05-30_rep00,2025-05-30,cloudy,PSO,0,5.555211848673517,0.05642819404602051
real_pv,2025-05-30_rep00,2025-05-30,cloudy,PSO,1,5.107758785245024,0.055642127990722656
real_pv,2025-05-30_rep00,2025-05-30,cloudy,GWO,0,2.9666988149996323,0.12004327774047852
real_pv,2025-05-30_rep00,2025-05-30,cloudy,GWO,1,3.557301301192514,0.12045884132385254
real_pv,2025-05-30_rep00,2025-05-30,cloudy,Hybrid,0,3.195122334920739,0.06750798225402832
real_pv,2025-05-30_rep00,2025-05-30,cloudy,Hybrid,1,4.896571774785668,0.06751847267150879
real_pv,2025-06-12_rep00,2025-06-12,summer,GA (P=50),0,0.97318771393388,0.08052730560302734
real_pv,2025-06-12_rep00,2025-06-12,summer,GA (P=50),1,0.9642890116719629,0.08056354522705078
real_pv,2025-06-12_rep00,2025-06-12,summer,GA (P=100),0,0.4421181955775063,0.16064238548278809
real_pv,2025-06-12_rep00,2025-06-12,summer,GA (P=100),1,0.24921465215171423,0.160811185836792
real_pv,2025-06-12_rep00,2025-06-12,summer,PSO,0,5.341519232704734,0.056696176528930664
real_pv,2025-06-12_rep00,2025-06-12,summer,PSO,1,3.5945175014953015,0.05854988098144531
real_pv,2025-06-12_rep00,2025-06-12,summer,GWO,0,1.8816465912315206,0.12012481689453125
real_pv,2025-06-12_rep00,2025-06-12,summer,GWO,1,2.2088374856384663,0.1209256649017334
real_pv,2025-06-12_rep00,2025-06-12,summer,Hybrid,0,3.9015696297865254,0.06739258766174316
real_pv,2025-06-12_rep00,2025-06-12,summer,Hybrid,1,2.073997289275196,0.06772947311401367
real_pv,2025-06-28_rep00,2025-06-28,summer,GA (P=50),0,1.4984729011337707,0.08026933670043945
real_pv,2025-06-28_rep00,2025-06-28,summer,GA (P=50),1,1.0120472112800967,0.08048176765441895
real_pv,2025-06-28_rep00,2025-06-28,summer,GA (P=100),0,0.8174245790232283,0.15991616249084473
real_pv,2025-06-28_rep00,2025-06-28,summer,GA (P=100),1,0.6955211832597945,0.15994739532470703
real_pv,2025-06-28_rep00,2025-06-28,summer,PSO,0,2.5029074552340087,0.057247161865234375
real_pv,2025-06-28_rep00,2025-06-28,summer,PSO,1,3.826075455605216,0.055947303771972656
real_pv,2025-06-28_rep00,2025-06-28,summer,GWO,0,1.6280705582663848,0.12016558647155762
real_pv,2025-06-28_rep00,2025-06-28,summer,GWO,1,1.5091516611219256,0.12065458297729492
real_pv,2025-06-28_rep00,2025-06-28,summer,Hybrid,0,3.557429970649312,0.0672464370727539
real_pv,2025-06-28_rep00,2025-06-28,summer,Hybrid,1,2.0376082521294654,0.06681537628173828
real_pv,2025-08-01_rep00,2025-08-01,summer,GA (P=50),0,2.3972468174129613,0.07945394515991211
real_pv,2025-08-01_rep00,2025-08-01,summer,GA (P=50),1,1.9872972885700948,0.07919168472290039
real_pv,2025-08-01_rep00,2025-08-01,summer,GA (P=100),0,0.7998919404087433,0.1582345962524414
real_pv,2025-08-01_rep00,2025-08-01,summer,GA (P=100),1,1.2147050629992446,0.1576528549194336
real_pv,2025-08-01_rep00,2025-08-01,summer,PSO,0,7.025090479309115,0.056090593338012695
real_pv,2025-08-01_rep00,2025-08-01,summer,PSO,1,5.331584814944641,0.055402517318725586
real_pv,2025-08-01_rep00,2025-08-01,summer,GWO,0,3.5242168693614273,0.11906266212463379
real_pv,2025-08-01_rep00,2025-08-01,summer,GWO,1,1.8364329421407082,0.1199502944946289
real_pv,2025-08-01_rep00,2025-08-01,summer,Hybrid,0,5.076544442806207,0.06635618209838867
real_pv,2025-08-01_rep00,2025-08-01,summer,Hybrid,1,2.8451703215123256,0.06651663780212402
real_pv,2025-08-22_rep00,2025-08-22,summer,GA (P=50),0,6.619589065444431,0.07842874526977539
real_pv,2025-08-22_rep00,2025-08-22,summer,GA (P=50),1,6.462384028827057,0.07941794395446777
real_pv,2025-08-22_rep00,2025-08-22,summer,GA (P=100),0,6.0933192655932995,0.15526247024536133
real_pv,2025-08-22_rep00,2025-08-22,summer,GA (P=100),1,6.4941966691280335,0.17267727851867676
real_pv,2025-08-22_rep00,2025-08-22,summer,PSO,0,9.296965181035786,0.054178476333618164
real_pv,2025-08-22_rep00,2025-08-22,summer,PSO,1,11.255780649308468,0.05443525314331055
real_pv,2025-08-22_rep00,2025-08-22,summer,GWO,0,7.23797668307075,0.11878657341003418
real_pv,2025-08-22_rep00,2025-08-22,summer,GWO,1,6.5283967712823685,0.11839747428894043
real_pv,2025-08-22_rep00,2025-08-22,summer,Hybrid,0,7.1248560891966815,0.06546473503112793
real_pv,2025-08-22_rep00,2025-08-22,summer,Hybrid,1,8.540310155517515,0.06531047821044922
real_pv,2025-09-01_rep00,2025-09-01,cloudy,GA (P=50),0,7.33699181565361,0.07645869255065918
real_pv,2025-09-01_rep00,2025-09-01,cloudy,GA (P=50),1,7.655772700960982,0.07840919494628906
real_pv,2025-09-01_rep00,2025-09-01,cloudy,GA (P=100),0,7.547630927530418,0.1572258472442627
real_pv,2025-09-01_rep00,2025-09-01,cloudy,GA (P=100),1,7.2319843489543345,0.1575624942779541
real_pv,2025-09-01_rep00,2025-09-01,cloudy,PSO,0,11.511698468960754,0.0551450252532959
real_pv,2025-09-01_rep00,2025-09-01,cloudy,PSO,1,13.393632783988455,0.055882930755615234
real_pv,2025-09-01_rep00,2025-09-01,cloudy,GWO,0,8.154717536268272,0.1203775405883789
real_pv,2025-09-01_rep00,2025-09-01,cloudy,GWO,1,7.944310821275064,0.12046003341674805
real_pv,2025-09-01_rep00,2025-09-01,cloudy,Hybrid,0,7.853118570067182,0.0670328140258789
real_pv,2025-09-01_rep00,2025-09-01,cloudy,Hybrid,1,10.296618801802522,0.06922793388366699
real_pv,2025-09-25_rep00,2025-09-25,cloudy,GA (P=50),0,12.825568147844471,0.08011865615844727
real_pv,2025-09-25_rep00,2025-09-25,cloudy,GA (P=50),1,13.263832498634427,0.07944560050964355
real_pv,2025-09-25_rep00,2025-09-25,cloudy,GA (P=100),0,12.391202787625156,0.15482497215270996
