season,data_source,day,day_idx,algorithm,run,cost,runtime_s
cloudy,synthetic,day_000,0,GWO,12,16.039484180771275,0.6077446937561035
cloudy,synthetic,day_000,0,GWO,13,16.90119375612326,0.578911304473877
cloudy,synthetic,day_000,0,GWO,14,17.66673781062182,0.5657751560211182
cloudy,synthetic,day_000,0,GWO,15,15.7561134645775,0.6054947376251221
cloudy,synthetic,day_000,0,GWO,16,16.534774997242014,0.6017160415649414
cloudy,synthetic,day_000,0,GWO,17,16.817636888522305,0.5809659957885742
cloudy,synthetic,day_000,0,GWO,18,15.743932455623176,0.5937492847442627
cloudy,synthetic,day_000,0,GWO,19,17.414910525118184,0.5870077610015869
cloudy,synthetic,day_000,0,Hybrid,0,19.091879299120144,0.3791670799255371
cloudy,synthetic,day_000,0,Hybrid,1,19.315928563179938,0.3909456729888916
cloudy,synthetic,day_000,0,Hybrid,2,17.83535652597483,0.37586236000061035
cloudy,synthetic,day_000,0,Hybrid,3,18.00830549402292,0.38229799270629883
cloudy,synthetic,day_000,0,Hybrid,4,17.475474554806134,0.3736417293548584
cloudy,synthetic,day_000,0,Hybrid,5,16.031077181437546,0.38376951217651367
cloudy,synthetic,day_000,0,Hybrid,6,17.86718855462874,0.3665282726287842
cloudy,synthetic,day_000,0,Hybrid,7,18.236522841478095,0.3808562755584717
cloudy,synthetic,day_000,0,Hybrid,8,18.47953047446019,0.3675813674926758
cloudy,synthetic,day_000,0,Hybrid,9,19.400750438653702,0.35961198806762695
cloudy,synthetic,day_000,0,Hybrid,10,17.701350036201887,0.3987460136413574
cloudy,synthetic,day_000,0,Hybrid,11,17.04110282523867,0.36824870109558105
cloudy,synthetic,day_000,0,Hybrid,12,17.227201514507023,0.3745689392089844
cloudy,synthetic,day_000,0,Hybrid,13,18.190744685260828,0.35729098320007324
cloudy,synthetic,day_000,0,Hybrid,14,19.97908869176057,0.39144396781921387
cloudy,synthetic,day_000,0,Hybrid,15,16.731791105261042,0.3922421932220459
cloudy,synthetic,day_000,0,Hybrid,16,17.83634981867831,0.39203476905822754
cloudy,synthetic,day_000,0,Hybrid,17,17.586263897274016,0.39367151260375977
cloudy,synthetic,day_000,0,Hybrid,18,17.962466139333472,0.40496253967285156
cloudy,synthetic,day_000,0,Hybrid,19,18.877979650131643,0.3860759735107422
cloudy,synthetic,day_001,1,GA (P=50),0,18.663736585147255,0.4833197593688965
cloudy,synthetic,day_001,1,GA (P=50),1,18.916762532836362,0.44098663330078125
cloudy,synthetic,day_001,1,GA (P=50),2,19.218502732951393,0.4557318687438965
cloudy,synthetic,day_001,1,GA (P=50),3,18.209736474543487,0.4225184917449951
cloudy,synthetic,day_001,1,GA (P=50),4,18.570083524526254,0.4474313259124756
cloudy,synthetic,day_001,1,GA (P=50),5,18.321935486678463,0.4368455410003662
cloudy,synthetic,day_001,1,GA (P=50),6,19.22516609141177,0.4213690757751465
cloudy,synthetic,day_001,1,GA (P=50),7,18.496061121532264,0.4380199909210205
cloudy,synthetic,day_001,1,GA (P=50),8,19.019888028848403,0.4502408504486084
cloudy,synthetic,day_001,1,GA (P=50),9,18.42523935499114,0.45566534996032715
cloudy,synthetic,day_001,1,GA (P=50),10,18.40832601640305,0.44644951820373535
cloudy,synthetic,day_001,1,GA (P=50),11,19.141805095550616,0.49086761474609375
cloudy,synthetic,day_001,1,GA (P=50),12,19.78679479021271,0.45948290824890137
cloudy,synthetic,day_001,1,GA (P=50),13,19.02872821627293,0.45243072509765625
cloudy,synthetic,day_001,1,GA (P=50),14,18.56572021381542,0.44153738021850586
cloudy,synthetic,day_001,1,GA (P=50),15,18.5446151810916,0.42995142936706543
cloudy,synthetic,day_001,1,GA (P=50),16,19.047628027009072,0.4529852867126465
cloudy,synthetic,day_001,1,GA (P=50),17,18.306765481019585,0.46192121505737305
cloudy,synthetic,day_001,1,GA (P=50),18,19.036918893036106,0.46756863594055176
cloudy,synthetic,day_001,1,GA (P=50),19,19.1390678795694,0.45999932289123535
cloudy,synthetic,day_001,1,GA (P=100),0,19.4010874554124,0.9287819862365723
cloudy,synthetic,day_001,1,GA (P=100),1,18.3168932689102,1.0087223052978516
cloudy,synthetic,day_001,1,GA (P=100),2,18.2884687748884,0.9532039165496826
cloudy,synthetic,day_001,1,GA (P=100),3,18.617061591271234,0.9532232284545898
cloudy,synthetic,day_001,1,GA (P=100),4,18.294650635763507,0.9996309280395508
cloudy,synthetic,day_001,1,GA (P=100),5,18.24081869593809,1.2822911739349365
cloudy,synthetic,day_001,1,GA (P=100),6,18.258089441228698,1.3402714729309082
cloudy,synthetic,day_001,1,GA (P=100),7,18.39402963257227,1.262864589691162
cloudy,synthetic,day_001,1,GA (P=100),8,18.546962591242668,1.0119166374206543
cloudy,synthetic,day_001,1,GA (P=100),9,18.311510225310528,1.118269681930542
cloudy,synthetic,day_001,1,GA (P=100),10,18.272543443159222,0.9769821166992188
cloudy,synthetic,day_001,1,GA (P=100),11,18.262820563763146,0.9474000930786133
cloudy,synthetic,day_001,1,GA (P=100),12,18.981562433328822,0.9158906936645508
